"type","date","bottom","top","lower","upper","median","mean","std","prob_control","mean_window","sd_window","confidence","date_onset","state","date_of_analysis"
"nowcast",2020-03-04,0.0422717604354379,0.91526627487971,0.14872180567455,0.470337240423541,0.399747840051806,0.483583212550722,0.3462980731073,0.924045801526718,3.25190839694656,2.16657771057279,0.99995785667725,2020-03-09,"WA","2020-04-26"
"nowcast",2020-03-05,0.0324610243316339,0.764847626453565,0.138484763520031,0.421599280185064,0.363233146314384,0.423151942810781,0.281757425750702,0.957692307692308,3.23717948717949,2.16240926838941,0.999945743604651,2020-03-10,"WA","2020-04-26"
"nowcast",2020-03-06,0.0480348540267326,0.710883877218324,0.137484565144091,0.389702124507383,0.329436999569255,0.380206145027587,0.236025306210234,0.977008310249307,3.19667590027701,2.16846335830855,0.9999301631063,2020-03-11,"WA","2020-04-26"
"nowcast",2020-03-07,0.0477422607693534,0.641608546821455,0.126845739431822,0.34578283795038,0.301528150664107,0.347550535577701,0.210027755892332,0.98876404494382,3.17977528089888,2.13797923758332,0.999910127662258,2020-03-12,"WA","2020-04-26"
"nowcast",2020-03-08,0.0660005003434693,0.581677604871621,0.147988376574999,0.345870491877277,0.293678351999609,0.328732651626808,0.182370006858406,0.993604651162791,3.17248062015504,2.14046804685265,0.999884370323551,2020-03-13,"WA","2020-04-26"
"nowcast",2020-03-09,0.0815346118344046,0.542371936670321,0.145504188262685,0.326404144842045,0.283674133084601,0.313138084376837,0.160614772298539,0.997053726169844,3.19064124783362,2.1168129277978,0.999851266306791,2020-03-14,"WA","2020-04-26"
"nowcast",2020-03-10,0.0920641882280444,0.500431070054786,0.159184545917712,0.31899631367808,0.275680132272848,0.297287749526368,0.136390890477332,0.99905808477237,3.22448979591837,2.10827123445429,0.99980873283424,2020-03-15,"WA","2020-04-26"
"nowcast",2020-03-11,0.10951941372371,0.478108341173376,0.181243812509097,0.327980537614352,0.275057025077916,0.290726388567306,0.120608272696238,0.999855072463768,3.25217391304348,2.09435416736516,0.999754101276029,2020-03-16,"WA","2020-04-26"
"nowcast",2020-03-12,0.108025128197252,0.439784915683121,0.185992429558564,0.315156223736565,0.268228000923278,0.282555855476097,0.107025882118282,1,3.2527027027027,2.0905778478845,0.999683954063589,2020-03-17,"WA","2020-04-26"
"nowcast",2020-03-13,0.118234772010663,0.42127484396143,0.185654148623275,0.302019919157325,0.262194714042247,0.272329319681512,0.0956036078397329,0.999872611464968,3.30573248407643,2.10218755430356,0.999593916845938,2020-03-18,"WA","2020-04-26"
"nowcast",2020-03-14,0.118228813807604,0.38705141096795,0.187815339452974,0.29162927782687,0.24898268094286,0.257737686600785,0.086295152548752,1,3.30514705882353,2.09324794274678,0.99947839385377,2020-03-19,"WA","2020-04-26"
"nowcast",2020-03-15,0.111265707445167,0.351621268105252,0.177550343445395,0.269988731887719,0.231516510042376,0.237626543380847,0.0752768849660245,1,3.28912783751493,2.09695426426705,0.9993302312989,2020-03-20,"WA","2020-04-26"
"nowcast",2020-03-16,0.111810384041699,0.322388882595805,0.171059513304318,0.255040059262534,0.216321294528385,0.220870270569595,0.0653520430091279,1,3.29268292682927,2.09104088236048,0.999140289722477,2020-03-21,"WA","2020-04-26"
"nowcast",2020-03-17,0.114513181781429,0.305794509881106,0.163508043706666,0.238040075610511,0.207268833274074,0.211838306765441,0.0597048856994623,1,3.2905788876277,2.08884615124651,0.998896901340028,2020-03-22,"WA","2020-04-26"
"nowcast",2020-03-18,0.113433748870467,0.284729985355912,0.161294069064205,0.228731848219688,0.199439439872944,0.202855743487376,0.053816104938219,1,3.29157427937916,2.09337307921678,0.998585182410056,2020-03-23,"WA","2020-04-26"
"nowcast",2020-03-19,0.112227875046303,0.26967983269542,0.154550944945688,0.215441255609321,0.188303909835099,0.191551297562468,0.0489608886818565,1,3.29157427937916,2.09337307921678,0.998186163239268,2020-03-24,"WA","2020-04-26"
"nowcast",2020-03-20,0.099920490925592,0.245283071588257,0.146029298095354,0.202288467361255,0.172576974331479,0.174221475709316,0.0451668612412884,1,3.29157427937916,2.09337307921678,0.997675689366533,2020-03-25,"WA","2020-04-26"
"nowcast",2020-03-21,0.0904381836029582,0.228221755391011,0.130413523618669,0.184428316947409,0.159997623217254,0.160799227438623,0.0427787156054033,1,3.29157427937916,2.09337307921678,0.997023036453698,2020-03-26,"WA","2020-04-26"
"nowcast",2020-03-22,0.0923896807304645,0.227157113464389,0.128405481026232,0.179728897414961,0.158401744409964,0.160280601750804,0.0414960651649673,1,3.29157427937916,2.09337307921678,0.996189168166088,2020-03-27,"WA","2020-04-26"
"nowcast",2020-03-23,0.0908626510737116,0.228724878637191,0.131205199455241,0.18028771705996,0.159956310794049,0.164128623892512,0.0430363157465936,1,3.29157427937916,2.09337307921678,0.995124550592211,2020-03-28,"WA","2020-04-26"
"nowcast",2020-03-24,0.0984839045323882,0.238049209122126,0.135224279522623,0.186617596737768,0.163744030695992,0.169307689566903,0.0446281011569928,1,3.29157427937916,2.09337307921678,0.993766418365941,2020-03-29,"WA","2020-04-26"
"nowcast",2020-03-25,0.102466281610298,0.244666851596268,0.132616182461189,0.182122875939423,0.163151684091248,0.169522364917289,0.0452147480288088,1,3.29157427937916,2.09337307921678,0.992035366645439,2020-03-30,"WA","2020-04-26"
"nowcast",2020-03-26,0.0991283888353238,0.23847258656889,0.128592635356086,0.178529919519463,0.160502784569985,0.164448832044933,0.0435604939492982,1,3.29157427937916,2.09337307921678,0.989831119867001,2020-03-31,"WA","2020-04-26"
"nowcast",2020-03-27,0.0820853365309806,0.224856084449484,0.123521210009934,0.173696045798908,0.152874906090831,0.156754917863326,0.0452735345943162,1,3.29157427937916,2.09337307921678,0.98702730377206,2020-04-01,"WA","2020-04-26"
"nowcast",2020-03-28,0.0753530724300682,0.217513125122757,0.118974959383551,0.16926551014977,0.146850754171924,0.149786830089062,0.0443366901801513,1,3.29157427937916,2.09337307921678,0.983465023751446,2020-04-02,"WA","2020-04-26"
"nowcast",2020-03-29,0.0760796032950733,0.230508697049832,0.115428430839258,0.16995940432153,0.1470173486181,0.152062769390512,0.0487451694661869,1,3.29157427937916,2.09337307921678,0.978945034073043,2020-04-03,"WA","2020-04-26"
"nowcast",2020-03-30,0.0761579810774893,0.26013398066792,0.117082575568465,0.179363704847557,0.159524050655925,0.169360605560199,0.0598995823120492,1,3.29157427937916,2.09337307921678,0.973218276172999,2020-04-04,"WA","2020-04-26"
"nowcast",2020-03-31,0.0896968739265977,0.302225746915979,0.125566081083195,0.195396103334127,0.174353740183884,0.190507034925417,0.0720945772352235,1,3.29157427937916,2.09337307921678,0.965974582207666,2020-04-05,"WA","2020-04-26"
